ingredient;cfp;wfp;mapping_type;mapped_item;data_origin;notes;
cod;3,08;2782;ingredient;COD;;;
fillet;5,19;2313,5;typology;FISH;;;
tapioca;0,27;2818;ingredient;TAPIOCA OF CASSAVA;;;
romaine lettuce;0,41;237;ingredient;LETTUCE;;;
sun-dried tomato;0,81;2636,5;typology;DRIED FRUIT;;;
sesame;0,88;3087,5;typology;SEEDS;;;
white chocolate;3,16;20717;ingredient;MILK CHOCOLATE;;;
grated parmesan cheese;9,59;5060;ingredient;CHEESE GRATED;;;
pork sausage;5,99;6177;ingredient;PORK SAUSAGES;;;
capsicum;0,65;379;ingredient;PEPPER;;;
Rice Krispies;2,64;2196,5;typology;BREAKFAST CEREALS;;;
cake;2,14;1640;ingredient;CAKES AND CROISSANT**;;;
clam;5,67;1856;typology;SHELLFISH;;;
prune;2,15;748;typology;FRUIT;;;
ground cumin;0,84;8280;typology;SPICIES;;;
tea bag;0,4;;ingredient;Tea;https://livelca.com/products/tea_3d049a81-4234-481c-8aba-74d0297e8e7c;;
peanuts;0,83;2782;ingredient;PEANUT;;;
tomato puree;1,03;713;ingredient;TOMATO PUREE;;;
nectar;2,15;748;typology;FRUIT;;;
pita bread;0,86;667;ingredient;BREAD;;;
tomato juice;2,86;267;ingredient;TOMATO JUICE;;;
crushed red pepper flake;0,84;8280;typology;SPICIES;;;
kale;1,18;336;typology;VEGETABLES;;;
Bourbon;4,43;;ingredient;John Lee Straight Bourbon Whiskey;https://apps.carboncloud.com/climatehub/product-reports/3012993050501/SWE;;
orange marmalade;0,3;654;ingredient;ORANGE;;;
caster sugar;0,78;1294,5;typology;SUGAR;;;
rice flour;0,87;2429;ingredient;RICE FLOUR & MEAL;;;
whiskey;4,43;;ingredient;John Lee Straight Bourbon Whiskey;https://apps.carboncloud.com/climatehub/product-reports/3012993050501/SWE;;
cranberries;0,64;276;ingredient;CRANBERRY;;;
black olive;0,64;3015;ingredient;OLIVES;;;
egg substitute;3,2;2562;ingredient;EGGS*;;;
cantaloupe;0,32;1506,5;ingredient;ROCKMELON;;;
lemon pepper;0,84;8280;typology;SPICIES;;;
ground cloves;0,84;8280;typology;SPICIES;;;
greens;0,33;750,5;typology;VEGETABLES OPENFIELD;;;
semisweet chocolate;4,3;;ingredient;CHOCOLATE;;;
mascarpone;5,45;5253;ingredient;MASCARPONE;;;
gorgonzola;9,59;5060;ingredient;CHEESE BLUE-VEINED;;;
pudding mix;2,45;;ingredient;Pudding;https://apps.carboncloud.com/climatehub/product-reports/id/2262898845690;Pudding used as proxy for every pudding;
dried cranberry;0,64;276;ingredient;CRANBERRY;;;
white chocolate chip;3,16;20717;typology;CHOCOLATE;;;
coriander seed;0,84;8280;ingredient;CORIANDER;;;
cardamom pod;0,84;34319;ingredient;CARDAMOM;;;
parsnip;0,27;1523;typology;STARCHY TUBER;;;
anise;0,84;8280;ingredient;ANISE;;;
rolled oat;2,64;2416;ingredient;OAT FLAKES;;;
gluten;0,57;4189;ingredient;WHEAT GLUTEN;;;
crushed red pepper flakes;0,65;379;ingredient;PEPPER;;;
hoisin sauce;1,46;613;ingredient;SOY SAUCE;;;
black peppercorn;0,84;7611;ingredient;PEPPER (PIPER SPP.);;;
snow pea;0,52;595;ingredient;PEA (fresh);;;
salad oil;1,79;4301;ingredient;RAPESEED OIL;;;
roma tomato;0,45;41;ingredient;TOMATO;;;
curry paste;0,84;8280;typology;SPICIES;;;
Brussels sprout;0,33;285;ingredient;BRUSSEL SPROUT;;;
bacon bit;5,99;6116;ingredient;BACON;;;
vinaigrette;3,27;14415;ingredient;OLIVE OIL;;;
light corn syrup;0,78;1294,5;typology;SUGAR;;;
flavoring;25;;ingredient;Synthetic food flavoring, generic;https://apps.carboncloud.com/climatehub/product-reports/id/3218899265196;Synthetic food flavoring, generic used as proxy for every kind of flavoring;
craisins;0,64;276;ingredient;CRANBERRY;;;
whole milk;1,31;1260,5;ingredient;COW MILK;;;
condensed milk;1,44;1599;typology;ANIMAL MILK;;;
heavy whipping cream;5,45;3838;ingredient;CREAM;;;
onion salt;0,22;290;ingredient;ONION;;;
onions;0,22;290;ingredient;ONION;;;
chopped nut;1,11;11264;typology;NUTS;;;
oat bran;0,67;1788;ingredient;OAT;;;
ground coriander;0,84;8280;ingredient;CORIANDER;;;
chopped nuts;1,11;11264;typology;NUTS;;;
pesto sauce;2,72;2174;ingredient;PESTO;;;
cranberry sauce;0,64;276;ingredient;CRANBERRY;;;
roast;25,75;15139;ingredient;BEEF BONE FREE MEAT*;;;
active dry yeast;3,29;;ingredient;YEAST DRIED*;;;
dark chocolate;3,16;20717;ingredient;DARK CHOCOLATE;;;
powdered milk;15,8;;ingredient;Whole milk powder, 95% DM;https://apps.carboncloud.com/climatehub/product-reports/id/170300964422;;
cumin seed;0,88;3087,5;typology;SEEDS;;;
pretzel;0,86;667;ingredient;BREAD;;;
corn flake;2,64;2416;ingredient;OAT FLAKES;;;
green;0,33;700;ingredient;MAIZE GREEN;;;
caraway seed;0,88;3087,5;typology;SEEDS;;;
sesame seeds;0,88;3087,5;typology;SEEDS;;;
yellow pepper;0,65;379;ingredient;PEPPER;;;
sultana;0,81;2636,5;typology;DRIED FRUIT;;;
white vinegar;1,93;;ingredient;Vinegar;https://livelca.com/products/vinegar_e8dd5701-9817-479d-8178-8e01b8dc0026;;
ravioli;3,15;4637;ingredient;EGG PASTA*;;;
grenadine;2,86;1019;typology;FRUIT JUICE;;;
shredded coconut;1,07;1971;ingredient;COCONUT (I);;;
plum tomato;0,45;41;ingredient;TOMATO;;;
sunflower oil;0,98;6792;ingredient;SUNFLOWER OIL;;;
beverage;0,425;;ingredient;Soft Drink;https://livelca.com/products/soft-drink_a0892893-831f-4dd5-b4bf-a8977543b775;;
rib;3,44;5798;ingredient;PORK CUTS WITH BONE;;;
macadamia nut;1,11;11264;ingredient;HAZELNUT;;;
penne pasta;1,21;1508;ingredient;PASTA*;;;
canned pumpkin;0,24;336;ingredient;PUMPKIN;;;
lobster;20,25;1856;ingredient;LOBSTER;;;
brown rice;2,19;1597;ingredient;RICE*;;;
blueberries;0,78;845;ingredient;BLUEBERRY;;;
yellow onion;0,22;290;ingredient;ONION;;;
chicken wing;2,82;3330;ingredient;CHICKEN MEAT WITH BONE;;;
bok choy;1,18;336;typology;VEGETABLES;;;
graham cracker;0,97;617;ingredient;WHOLEGRAIN CRACKERS**;;;
preserves;1,89;;ingredient;Jam;https://livelca.com/products/jam_3c8262e5-0d2e-4973-a039-ffcb35172cb9;Jam used as proxy for every  kind of jam, or preserved;
fresh parsley;1,18;336;typology;VEGETABLES;;;
cornbread mix;0,87;1167;ingredient;MAIZE FLOUR & MEAL;;;
romano cheese;8,93;5253;ingredient;CHEESE;;;
whipped topping;2,42;;ingredient;Cr�me de lait, 15 � 20% MG, l�g�re, semi-�paisse, UHT;https://agribalyse.ademe.fr/app/aliments/19430;Cr�me de lait, 15 � 20% MG, l�g�re, semi-�paisse, UHT used as proxy for every whipped topping (panna montata);
flaked coconut;1,07;1971;ingredient;COCONUT (I);;;
hot dog;5,99;6177;ingredient;SAUSAGES;;;
pimento;0,84;8280;typology;SPICIES;;;
plain yogurt;1,69;1540;ingredient;YOGURT WHITE;;;
asiago cheese;9,59;5253;ingredient;ASIAGO;;;
peanut butter chip;1,84;;ingredient;PEANUT BUTTER;;;
wheat flour;0,87;1849;ingredient;WHEAT FLOUR;;;
chard;1,18;336;typology;VEGETABLES;;;
candy bar;9,63;;ingredient;SNICKERS, CANDY BAR;https://apps.carboncloud.com/climatehub/product-reports/040000499039/USA;Snickers used as proxy for chocolate candy bars;
marshmallow cream;5,45;3838;ingredient;CREAM;;;
pomegranate;0,32;1506,5;ingredient;POMEGRANATE;;;
fresh ground black pepper;0,84;7611;ingredient;PEPPER (PIPER SPP.);;;
pork loin chop;3,44;5798;ingredient;PORK CUTS WITH BONE;;;
spaghetti sauce;1,3;855;ingredient;TOMATO PASTE;;;
cooking oil;2,11;6792;typology;OIL;;;
sherbet;4,3;1599;typology;ICE CREAM;;;
creme fraiche;5,45;5253;typology;CHEESE FRESH;;;
cookie dough;1,53;2902;ingredient;CHOCOLATE OR CREAM FILLED COOKIES**;;;
yellow bell pepper;0,65;379;ingredient;PEPPER;;;
vegetables;0,33;750,5;typology;VEGETABLES OPENFIELD;;;
star anise;0,84;8280;ingredient;ANISE;;;
melon;0,61;1506,5;ingredient;MELON;;;
broccoli floret;0,57;336;ingredient;BROCCOLI;;;
light cream;5,45;3838;ingredient;CREAM;;;
prepared mustard;1,76;;ingredient;Mustard;https://livelca.com/products/mustard_7eb333ac-568e-4de9-ae04-0a4feb790282;;
chopped pecans;1,11;9063;ingredient;MIXED NUTS;;;
instant coffee;0,55;960;ingredient;COFFEE SOLUBLE POWDER (L);;;
granola;2,64;2416;ingredient;OAT FLAKES;;;
baking cocoa;3,16;15618;ingredient;COCOA POWDER;;;
ale;0,69;155;ingredient;BEER*;;;
coriander leaf;0,84;8280;ingredient;CORIANDER;;;
orange extract;0,3;654;ingredient;ORANGE;;;
white flour;0,52;1889,5;ingredient;WHEAT PLAIN FLOUR;;;
morsel;4,3;;ingredient;CHOCOLATE;;Should be fixed using chocolate instead of morsel;
mini chocolate chip;4,3;;ingredient;CHOCOLATE;;;
toast;0,86;667;ingredient;BREAD;;;
apricot jam;1,89;;ingredient;Jam;https://livelca.com/products/jam_3c8262e5-0d2e-4973-a039-ffcb35172cb9;Jam used as proxy for every  kind of jam, or preserved;
anise seed;0,84;8280;ingredient;ANISE;;;
pumpkin seed;0,88;2188;ingredient;POPPY SEED;;;
ground cardamom;0,84;34319;ingredient;CARDAMOM;;;
garam masala;0,84;8280;typology;SPICIES;;;
halibut;5,19;2313,5;typology;FISH;;;
shredded cheddar cheese;9,59;5060;ingredient;CHEESE GRATED;;;
milk chocolate chip;3,16;20717;ingredient;MILK CHOCOLATE;;;
vanilla essence;4,3;;ingredient;VANILLA;;;
Velveeta cheese;8,93;5253;ingredient;CHEESE;;;
rye flour;0,87;1930;ingredient;RYE FLOUR;;;
oyster sauce;1,19;;ingredient;LEE KUM KEE, OYSTER FLAVORED SAUCE;https://apps.carboncloud.com/climatehub/product-reports/078895136463/USA;;
half-and-half cream;5,45;3838;ingredient;CREAM;;;
raspberry jam;1,89;;ingredient;Jam;https://livelca.com/products/jam_3c8262e5-0d2e-4973-a039-ffcb35172cb9;Jam used as proxy for every  kind of jam, or preserved;
fresh basil;0,3;;ingredient;BASIL FRESH;https://livelca.com/products/basil-fresh_f6a4ddbe-1c2c-44e8-886e-4d5388d33bb1;;
masala;0,84;8280;typology;SPICIES;;;
whole clove;0,84;61205;ingredient;CLOVE;;;
dry yeast;3,29;;ingredient;YEAST DRIED*;;;
mashed banana;0,34;748;ingredient;BANANA;;;
espresso powder;0,55;960;ingredient;COFFEE SOLUBLE POWDER (L);;;
fresh ginger;0,84;1657;ingredient;GINGER;;;
cajun seasoning;0,84;8280;typology;SPICIES;;;
fennel bulb;0,33;362;ingredient;FENNEL;;;
peppers;0,65;379;ingredient;PEPPER;;;
peppermint extract;0,84;288;ingredient;PEPPERMINT;;;
chicken drumstick;2,82;3330;ingredient;CHICKEN MEAT WITH BONE;;;
sweetener;0,78;1294,5;typology;SUGAR;;;
lime wedge;0,34;642;ingredient;LIME;;;
golden raisin;0,81;2636,5;ingredient;RAISIN;;;
coconut oil;2,11;4490;ingredient;COCONUT OIL;;;
cornbread;0,87;1889,5;ingredient;MAIZE FLOUR;;;
dark rum;4,63;;ingredient;Chairmans Reserve Rum;https://apps.carboncloud.com/climatehub/product-reports/786992000456/SWE;Chairmans Reserve Rum used as proxy for every rum;
spaghetti squash;0,24;336;ingredient;PUMPKIN;;;
medium onion;0,22;290;ingredient;ONION;;;
fresh ground pepper;0,65;379;ingredient;PEPPER;;;
light soy sauce;1,46;613;ingredient;SOY SAUCE;;;
phyllo dough;1,35;1423,3;typology;CRISPBREAD;;;
flounder;5,19;798;ingredient;FLOUNDER;;;
orange slice;0,3;654;ingredient;ORANGE;;;
plantain;0,32;1602;ingredient;PLANTAIN;;;
chicken bouillon cube;1,75;;ingredient;Vegetable Bouillon, cubes;https://apps.carboncloud.com/climatehub/product-reports/id/164865146932;;
Old Bay Seasoning;0,84;8280;typology;SPICIES;;;
ground pepper;0,65;379;ingredient;PEPPER;;;
chopped onion;0,22;290;ingredient;ONION;;;
ground red pepper;0,84;8280;typology;SPICIES;;;
sliced almond;1,88;11264;ingredient;ALMOND;;;
taco seasoning;0,84;8280;typology;SPICIES;;;
Baileys Irish Cream;7,83;;ingredient;Baileys Original Irish Cream;https://apps.carboncloud.com/climatehub/product-reports/5011013100156/SWE;;
salad green;1,18;336;typology;VEGETABLES;;;
yoghurt;1,69;1540;ingredient;YOGURT WHITE;;;
acorn squash;0,33;336;ingredient;SQUASH;;;
meatball;5,99;6177;ingredient;SAUSAGES;;;
green chili;0,65;379;ingredient;PEPPER;;;
haddock;5,19;2313,5;ingredient;HADDOCK;;;
lemon slice;0,34;642;ingredient;LEMON;;;
scoop;4,3;1599;typology;ICE CREAM;;Scoop of ice cream (should be fixed);
apple pie filling;0,81;6847;ingredient;APPLES;;;
chick-pea;0,52;4177;ingredient;CHICKPEA;;;
wheat;0,57;1639;ingredient;WHEAT;;;
fish fillet;5,19;2313,5;typology;FISH;;;
salmon fillet;3,37;2193;ingredient;SALMON;;;
trout;4,2;2188;ingredient;TROUT;;;
panko breadcrumb;0,86;901,8;typology;BREAD;;;
limeade;2,86;1019;typology;FRUIT JUICE;;;
pasta sauce;1,19;151,3;typology;TOMATO SAUCE;;;
provolone cheese;8,93;5253;ingredient;CHEESE;;;
loaf;0,86;667;ingredient;BREAD;;;
unsweetened chocolate;4,3;;ingredient;CHOCOLATE;;;
lime peel;2,15;748;typology;FRUIT;;;
ground allspice;0,84;8280;typology;SPICIES;;;
bagel;0,86;667;ingredient;BREAD;;;
minced garlic;0,25;589;ingredient;GARLIC;;;
pinto bean;0,52;516;ingredient;BEAN (fresh);;;
almond paste;1,84;;ingredient;ALMOND PASTE;;;
pure vanilla extract;4,3;;ingredient;VANILLA;;;
coconut cream;0,54;2030;ingredient;COCONUT MILK;;;
potato starch;0,27;1523;typology;STARCHY TUBER;;;
snapper;5,19;2313,5;typology;FISH;;;
cooked rice;2,19;1597;ingredient;RICE*;;;
yellow squash;0,33;336;ingredient;SQUASH;;;
apples;0,81;6847;ingredient;APPLES;;;
small onion;0,22;290;ingredient;ONION;;;
gruyere;8,93;5253;ingredient;CHEESE;;;
apricot preserve;1,89;;ingredient;Jam;https://livelca.com/products/jam_3c8262e5-0d2e-4973-a039-ffcb35172cb9;Jam used as proxy for every  kind of jam, or preserved;
port wine;0,87;524;ingredient;WINE RED;;;
brie;5,45;5253;typology;CHEESE FRESH;;;
lemon wedge;0,34;642;ingredient;LEMON;;;
Krispies;2,64;2196,5;typology;BREAKFAST CEREALS;;;
crumbs;0,98;1258;typology;CRACKERS;;;
sharp cheddar cheese;8,93;5253;ingredient;CHEESE;;;
ranch dressing;1,46;572;typology;DRESSING;;;
spinach leaf;0,34;292;ingredient;SPINACH;;;
sourdough bread;0,86;667;ingredient;BREAD;;;
lettuce leaf;0,41;237;ingredient;LETTUCE;;;
French bread;0,86;667;ingredient;BREAD;;;
unsweetened cocoa powder;3,16;15618;ingredient;COCOA POWDER;;;
brie cheese;8,93;5253;ingredient;CHEESE;;;
parmigiano-reggiano cheese;9,59;5253;ingredient;PARMIGIANO REGGIANO;;;
oyster;5,67;1856;typology;SHELLFISH;;;
nectarine;0,3;1287;ingredient;APRICOT;;;
dried apricot;0,3;1287;ingredient;APRICOT;;;
dry red wine;0,66;524;typology;WINE;;;
dry sherry;0,66;524;typology;WINE;;;
chili paste;0,84;8280;typology;SPICIES;;;
chicken leg;2,82;3330;ingredient;CHICKEN MEAT WITH BONE;;;
flour tortilla;0,86;901,8;typology;BREAD;;;
lima bean;0,52;516;ingredient;BEAN (fresh);;;
chopped walnuts;2,06;11264;ingredient;WALNUT;;;
dry breadcrumb;0,86;901,8;typology;BREAD;;;
large onion;0,22;290;ingredient;ONION;;;
lemonade concentrate;2,86;1019;typology;FRUIT JUICE;;;
raspberries;0,64;413;ingredient;RASPBERRY;;;
crushed tomato;1,47;713;ingredient;TOMATO CHOPPED;;;
weed;0,33;362;ingredient;FENNEL;;;
wheat bran;0,57;1639;ingredient;WHEAT;;;
wasabi;0,84;8280;typology;SPICIES;;;
dark sesame oil;2,11;6792;typology;OIL;;;
cream of celery soup;0,33;362;ingredient;CELERY;;;
creamy peanut butter;1,84;;ingredient;PEANUT BUTTER;;;
peach schnapps;0,39;910;ingredient;PEACH;;;
dry milk;1,44;1599;typology;ANIMAL MILK;;;
tangerine;0,34;748;ingredient;TANGERIN;;;
vermouth;0,66;524;typology;WINE;;;
oleo;2,11;6792;typology;OIL;;;
crab;7,04;1974;ingredient;CRUSTACEAN;;;
red chili pepper;0,84;8280;typology;SPICIES;;;
gruyere cheese;8,93;5253;ingredient;CHEESE;;;
nutella;1,84;;ingredient;HAZELNUT CREAM;;;
semi-sweet chocolate chips;4,3;;ingredient;CHOCOLATE;;;
champagne;0,66;524;ingredient;WINE WHITE;;;
pineapple chunk;0,55;255;ingredient;PINEAPPLE (I);;;
wild rice;0,57;2230;ingredient;RICE GROATS;;;
breadstick;0,86;901,8;typology;BREAD;;;
wine vinegar;1,93;;ingredient;Vinegar;https://livelca.com/products/vinegar_e8dd5701-9817-479d-8178-8e01b8dc0026;;
vegetable broth;1,18;336;typology;VEGETABLES;;;
sweet chili sauce;0,84;8280;typology;SPICIES;;;
grapefruit juice;2,86;675;ingredient;GRAPEFRUIT JUICE;;;
mascarpone cheese;5,45;5253;ingredient;MASCARPONE;;;
cinnamon sugar;0,78;1294,5;typology;SUGAR;;;
barbecue sauce;2,18;;ingredient;BBQ Sauce;https://livelca.com/products/bbq-sauce_eff7b39c-b37b-470a-bf6d-116038a7d44b;;
toffee;2,74;;ingredient;Toffees;https://livelca.com/products/toffees_b0dee6db-9d0d-46c2-bcf1-34eeabfbebc5;;
arborio rice;2,19;1597;ingredient;RICE*;;;
beaten egg;3,2;2562;ingredient;EGGS*;;;
honeydew melon;0,61;1506,5;ingredient;MELON;;;
almond milk;0,54;2030;ingredient;ALMOND MILK;;;
gingersnap;0,84;1657;ingredient;GINGER;;;
sweet red pepper;0,65;379;ingredient;PEPPER;;;
toasted sesame oil;2,11;6792;typology;OIL;;;
vanilla sugar;0,78;1294,5;typology;SUGAR;;;
tater tot;0,24;555;ingredient;POTATO;;;
beetroot;0,25;272;ingredient;BEETROOT;;;
basmati rice;2,19;1597;ingredient;RICE*;;;
coconut rum;4,63;;ingredient;Chairmans Reserve Rum;https://apps.carboncloud.com/climatehub/product-reports/786992000456/SWE;Chairmans Reserve Rum used as proxy for every rum;
spread;;;TOO_GENERIC;TOO_GENERIC;;;
croissant;2,14;1640;ingredient;CAKES AND CROISSANT**;;;
teriyaki sauce;1,46;613;ingredient;SOY SAUCE;;;
cannellini bean;0,43;5053;ingredient;BEAN;;;
bittersweet chocolate;3,16;20717;ingredient;DARK CHOCOLATE;;;
hard-boiled egg;3,2;3632;ingredient;EGGS SHELLED;;;
jicama;0,27;1523;typology;STARCHY TUBER;;;
fresh lime juice;2,86;1019;typology;FRUIT JUICE;;;
pod;0,43;5053;ingredient;BEAN;;;
frozen pea;0,45;1979;ingredient;PEA;;;
Worcestershire;6,7;;ingredient;Worcestershire sauce dunk;https://apps.carboncloud.com/climatehub/product-reports/id/2575458351365;;
plain flour;0,52;1889,5;ingredient;WHEAT PLAIN FLOUR;;;
popcorn;1,48;807;ingredient;CORN CANNED;;;
pastry shell;1,47;1870,3;typology;BISCUITS;;;
quick oats;2,64;2416;ingredient;OAT FLAKES;;;
dates;0,81;2636,5;ingredient;DATE;;;
cooked chicken;3,68;3960;ingredient;CHICKEN BONE FREE MEAT;;;
granny smith apple;0,81;6847;ingredient;APPLES;;;
coleslaw;1,18;336;typology;VEGETABLES;;;
bread dough;0,86;901,8;typology;BREAD;;;
pepper sauce;0,84;8280;typology;SPICIES;;;
slivered almond;1,88;11264;ingredient;ALMOND;;;
roasted red pepper;0,65;379;ingredient;PEPPER;;;
strawberry jam;1,89;;ingredient;Jam;https://livelca.com/products/jam_3c8262e5-0d2e-4973-a039-ffcb35172cb9;Jam used as proxy for every  kind of jam, or preserved;
squid;5,8;1856;ingredient;SQUID;;;
biscuits;1,47;1870,3;typology;BISCUITS;;;
bratwurst;5,99;6177;ingredient;PORK SAUSAGES;;;
corn kernel;0,48;1191;ingredient;MAIZE;;;
toasted sesame seed;0,88;3087,5;typology;SEEDS;;;
courgette;0,7;336;ingredient;ZUCCHINI;;;
hamburger bun;0,86;667;ingredient;BREAD;;;
mushrooms;2,06;;ingredient;MUSHROOM*;;;
fat;1,56;;ingredient;Saindoux;https://agribalyse.ademe.fr/app/aliments/16520;;
heart;0,54;362;ingredient;VEGETABLES;;Usually refers to the heart of a vegetable;
coarse salt;0,44;;ingredient;Salt;https://livelca.com/products/salt_e6c545cd-6221-4665-a1da-a562fc37ef60;;
starch;0,27;554,8;ingredient;STARCHY ROOTS;;;
potatoes;0,24;555;ingredient;POTATO;;;
crackers;1,35;1447;ingredient;PLAIN CRACKERS**;;;
sliced almonds;1,88;11264;ingredient;ALMOND;;;
kalamata olive;0,64;3015;ingredient;OLIVES;;;
chili pepper flake;0,84;8280;typology;SPICIES;;;
basil pesto;2,72;2174;ingredient;PESTO;;;
cod fish fillet;2,12;2313,5;ingredient;COD FISH STICK;;;
chocolate morsel;4,3;;ingredient;CHOCOLATE;;;
cold butter;8,48;5659;ingredient;BUTTER*;;;
poblano pepper;0,84;8280;typology;SPICIES;;;
millet;0,57;4478;ingredient;MILLET;;;
tortilla chip;1,35;1423,3;typology;CRISPBREAD;;;
shiitake mushroom;2,06;;ingredient;MUSHROOM*;;;
chipotle;0,65;379;ingredient;PEPPER;;;
pancake mix;2,15;;ingredient;BUTTERMILK PANCAKE MIX;https://apps.carboncloud.com/climatehub/product-reports/078716001505/USA;;
pork loin;7,95;6177;ingredient;PORK HAM;;;
meal;1,32;2523;ingredient;SOY MEAL;;;
apricot preserves;1,89;;ingredient;Jam;https://livelca.com/products/jam_3c8262e5-0d2e-4973-a039-ffcb35172cb9;Jam used as proxy for every  kind of jam, or preserved;
beef bouillon cube;36,8;;ingredient;VALU TIME, BEEF BOUILLON CUBES;https://apps.carboncloud.com/climatehub/product-reports/011225125584/USA;;
stewed tomato;1,48;806,6;typology;VEGETABLES CANNED;;;
irish cream;5,45;3838;ingredient;CREAM;;;
ground almond;1,11;16095;ingredient;ALMOND SHELLED;;;
guacamole;0,54;1805;ingredient;AVOCADO;;;
neufchatel cheese;8,93;5253;ingredient;CHEESE;;;
Italian sausage;5,99;6177;ingredient;SAUSAGES;;;
soft butter;8,48;5659;ingredient;BUTTER*;;;
phyllo pastry;1,35;1423,3;typology;CRISPBREAD;;;
orange Jell-O;1,74;;ingredient;G�latine, s�che;https://agribalyse.ademe.fr/app/aliments?search=G%C3%A9latine;G�latine, s�che used as proxy for every jelly;
sorbet;4,3;1599;typology;ICE CREAM;;;
pomegranate juice;0,32;1506,5;ingredient;POMEGRANATE;;;
liquor;3,39;;ingredient;Liquer;https://livelca.com/products/liquer_57a03a36-b224-4cfc-89a1-8dcaae696e75;Liquer used sa proxy for every liquer;
habanero pepper;0,65;379;ingredient;PEPPER;;;
red potato;0,24;555;ingredient;POTATO;;;
ladyfinger;1,99;2158;typology;SWEETS;;;
self-rising flour;0,57;2133;typology;PROCESSED GRAINS (grouts, malt);;;
lentils;0,52;5874;ingredient;LENTIL;;;
cream of coconut;0,54;2030;ingredient;COCONUT MILK;;;
diced tomatoes;1,47;713;ingredient;TOMATO CHOPPED;;;
chopped tomato;1,47;713;ingredient;TOMATO CHOPPED;;;
almond flavoring;25;;ingredient;Synthetic food flavoring, generic;https://apps.carboncloud.com/climatehub/product-reports/id/3218899265196;Synthetic food flavoring, generic used as proxy for every kind of flavoring;
milk chocolate;3,16;20717;ingredient;MILK CHOCOLATE;;;
sifted flour;0,87;1849;ingredient;WHEAT FLOUR;;;
M&M;3,16;20717;ingredient;MILK CHOCOLATE;;;
pearl barley;0,48;1423;ingredient;BARLEY;;;
onion flake;0,22;290;ingredient;ONION;;;
rum extract;4,63;;ingredient;Chairmans Reserve Rum;https://apps.carboncloud.com/climatehub/product-reports/786992000456/SWE;Chairmans Reserve Rum used as proxy for every rum;
bread machine yeast;3,29;;ingredient;YEAST DRIED*;;;
liver;;;TOO_GENERIC;TOO_GENERIC;;Cannot distinguish between  beef liver and poultry liver (should be fixed);
sweet onion;0,22;290;ingredient;ONION;;;
grated lemon peel;0,34;642;ingredient;LEMON;;;
matzo meal;0,87;2429;ingredient;RICE FLOUR & MEAL;;;
mashed potato;0,24;555;ingredient;POTATO;;;
apple butter;1,89;;ingredient;Jam;https://livelca.com/products/jam_3c8262e5-0d2e-4973-a039-ffcb35172cb9;Jam used as proxy for every  kind of jam, or preserved;
Jell-O;1,74;;ingredient;G�latine, s�che;https://agribalyse.ademe.fr/app/aliments?search=G%C3%A9latine;G�latine, s�che used as proxy for every jelly;
strawberries;0,61;413;ingredient;STRAWBERRY;;;
spring onion;0,22;290;ingredient;ONION;;;
milk powder;15,8;;ingredient;Whole milk powder, 95% DM;https://apps.carboncloud.com/climatehub/product-reports/id/170300964422;;
golden syrup;0,78;1294,5;typology;SUGAR;;;
